TXNAME	GENEID
FBtr0081772	FBgn0037520
FBtr0331691	FBgn0037521
FBtr0331692	FBgn0037521
FBtr0081771	FBgn0037521
FBti0019329-RA	FBti0019329
FBti0020322-RA	FBti0020322
FBtr0113202	FBgn0037525
FBtr0333829	FBgn0037525
FBtr0081770	FBgn0037525
FBtr0113203	FBgn0037525
FBtr0300827	FBgn0037525
FBtr0333827	FBgn0037525
FBtr0333828	FBgn0037525
FBtr0300826	FBgn0037525
FBti0059899-RA	FBti0059899
FBtr0347371	FBgn0267802
FBtr0081766	FBgn0037529
FBtr0339713	FBgn0037530
FBtr0339714	FBgn0037530
FBtr0081765	FBgn0037530
FBtr0339715	FBgn0037530
FBtr0081764	FBgn0004901
FBtr0304705	FBgn0004901
FBtr0081763	FBgn0014930
FBtr0339712	FBgn0014930
FBtr0304704	FBgn0037531
FBtr0300685	FBgn0037531
FBtr0339711	FBgn0037531
FBtr0330073	FBgn0000504
FBtr0081759	FBgn0000504
FBtr0330074	FBgn0000504
FBtr0339710	FBgn0000504
FBtr0081761	FBgn0000504
FBtr0081760	FBgn0000504
FBtr0482170	FBgn0000504
FBti0059907-RA	FBti0059907
FBti0019330-RA	FBti0019330
FBtr0081824	FBgn0037533
FBtr0331344	FBgn0037533
FBtr0331342	FBgn0037533
FBtr0479743	FBgn0037533
FBtr0300322	FBgn0259974
FBtr0081823	FBgn0037534
FBtr0347388	FBgn0267818
FBtr0347389	FBgn0267818
FBtr0347387	FBgn0267817
FBtr0301216	FBgn0266598
FBtr0310464	FBgn0266598
FBtr0081822	FBgn0037537
FBtr0335231	FBgn0040524
FBtr0081821	FBgn0040524
FBtr0308077	FBgn0040524
FBtr0308078	FBgn0040524
FBtr0081820	FBgn0037539
FBtr0335229	FBgn0037541
FBtr0335230	FBgn0037541
FBtr0081817	FBgn0037541
FBtr0300917	FBgn0037541
FBtr0081818	FBgn0037541
FBtr0300916	FBgn0037541
FBtr0310412	FBgn0001255
FBtr0347360	FBgn0037544
FBtr0081816	FBgn0037544
FBti0019331-RA	FBti0019331
FBti0019332-RA	FBti0019332
FBti0019333-RA	FBti0019333
FBti0019335-RA	FBti0019335
FBtr0339726	FBgn0265419
FBtr0345278	FBgn0265419
FBtr0339725	FBgn0037550
FBtr0081815	FBgn0037550
FBtr0081814	FBgn0051583
FBtr0081813	FBgn0011963
FBtr0081812	FBgn0011962
FBtr0081811	FBgn0011961
FBtr0081810	FBgn0011960
FBtr0081809	FBgn0011959
FBtr0081808	FBgn0001138
FBtr0300040	FBgn0001138
FBtr0330188	FBgn0001138
FBtr0306836	FBgn0262994
FBtr0306837	FBgn0262994
FBtr0091780	FBgn0261290
FBtr0346205	FBgn0267111
FBti0060321-RA	FBti0060321
FBtr0346204	FBgn0267109
FBtr0334315	FBgn0037555
FBtr0081807	FBgn0037555
FBtr0100368	FBgn0037555
FBtr0081806	FBgn0037556
FBtr0306301	FBgn0037556
FBtr0300631	FBgn0037560
FBtr0310082	FBgn0037560
FBti0060337-RA	FBti0060337
FBtr0081867	FBgn0010173
FBtr0081866	FBgn0037561
FBtr0081865	FBgn0037563
FBtr0332542	FBgn0037563
FBtr0081864	FBgn0037565
FBtr0306805	FBgn0037565
FBtr0306806	FBgn0037565
FBtr0332541	FBgn0037565
FBtr0081863	FBgn0265351
FBtr0081862	FBgn0265101
FBtr0081861	FBgn0037569
FBtr0309672	FBgn0263550
FBtr0309673	FBtr0309673_df_nrg
FBtr0081860	FBgn0037570
FBtr0306794	FBgn0037570
FBtr0081859	FBgn0037571
FBtr0081858	FBgn0037574
FBtr0111026	FBgn0003129
FBtr0305680	FBgn0040529
FBtr0081855	FBgn0040529
FBtr0081854	FBgn0037578
FBtr0445486	FBgn0283560
FBtr0445488	FBtr0445488_df_nrg
FBtr0445487	FBtr0445487_df_nrg
FBtr0081853	FBgn0037583
FBtr0345458	FBgn0266801
FBtr0345459	FBgn0266801
FBtr0346728	FBgn0266801
FBtr0345457	FBgn0266801
FBtr0345460	FBgn0266801
FBtr0346729	FBgn0266801
FBtr0347370	FBgn0267801
FBtr0445396	FBgn0037589
FBtr0347369	FBgn0267800
FBtr0081900	FBgn0037590
FBtr0081899	FBgn0037591
FBtr0112769	FBgn0040531
FBtr0339331	FBgn0040531
FBtr0339330	FBgn0051453
FBtr0081898	FBgn0051453
FBtr0081897	FBgn0051450
FBtr0339329	FBgn0265318
FBti0019338-RA	FBti0019338
FBti0019339-RA	FBti0019339
FBtr0310300	FBgn0026399
FBtr0081895	FBgn0012028
FBtr0081894	FBgn0012027
FBtr0081893	FBgn0037601
FBtr0344337	FBgn0037601
FBtr0334320	FBgn0024326
FBtr0081892	FBgn0024326
FBtr0300443	FBgn0024326
FBtr0081890	FBgn0000447
FBtr0300442	FBgn0000447
FBtr0310656	FBgn0259992
FBtr0300441	FBgn0259992
FBtr0304002	FBgn0259992
FBtr0334319	FBgn0263231
FBtr0081888	FBgn0263231
FBtr0081887	FBgn0086679
FBtr0347577	FBgn0086679
FBtr0347576	FBgn0086679
FBtr0081886	FBgn0012026
FBtr0081885	FBgn0012025
FBtr0081884	FBgn0012024
FBtr0081953	FBgn0037609
FBtr0307515	FBgn0053325
FBtr0343907	FBgn0266242
FBtr0337075	FBgn0265158
FBtr0081951	FBgn0001180
FBtr0081950	FBgn0001180
FBti0019340-RA	FBti0019340
FBtr0337074	FBgn0037613
FBtr0081949	FBgn0037613
FBtr0305339	FBgn0037613
FBtr0081948	FBgn0037620
FBtr0081947	FBgn0037621
FBtr0081945	FBgn0037623
FBtr0081944	FBgn0037623
FBtr0081946	FBgn0037623
FBtr0110905	FBgn0083971
FBtr0330121	FBgn0083971
FBtr0308890	FBgn0037625
FBtr0308891	FBgn0083971
FBtr0081943	FBgn0037625
FBtr0302489	FBgn0037625
FBtr0081942	FBgn0037627
FBtr0091717	FBgn0046874
FBtr0091716	FBgn0046874
FBtr0301876	FBgn0261015
FBtr0332500	FBgn0261015
FBtr0332503	FBgn0046874
FBtr0332501	FBgn0261015
FBtr0332504	FBgn0046874
FBtr0433507	FBgn0261015
FBtr0433508	FBgn0046874
FBtr0081941	FBgn0053191
FBtr0081940	FBgn0053189
FBtr0332502	FBgn0261015
FBtr0081934	FBgn0037633
FBtr0334332	FBgn0037633
FBtr0334331	FBgn0037635
FBtr0309098	FBgn0037635
FBtr0309099	FBgn0037635
FBtr0334659	FBgn0286516
FBtr0081931	FBgn0286516
FBtr0334660	FBgn0286516
FBtr0081932	FBgn0286516
FBtr0081930	FBgn0037637
FBtr0305295	FBgn0262614
FBtr0310205	FBgn0262614
FBtr0305296	FBgn0262614
FBtr0305297	FBgn0262614
FBtr0305299	FBgn0262614
FBtr0305304	FBgn0262614
FBtr0305298	FBgn0262614
FBtr0305301	FBgn0262614
FBtr0305294	FBgn0262614
FBtr0479647	FBgn0262614
FBtr0305302	FBgn0262614
FBtr0305303	FBgn0262614
FBti0020323-RA	FBti0020323
FBtr0334330	FBgn0264790
FBtr0082015	FBgn0037644
FBtr0082014	FBgn0286204
FBtr0334329	FBgn0286204
FBtr0082013	FBgn0037647
FBtr0082012	FBgn0260243
FBtr0082011	FBgn0051100
FBtr0336756	FBgn0051100
FBtr0082010	FBgn0026380
FBtr0300745	FBgn0037655
FBtr0300748	FBgn0037655
FBtr0300747	FBgn0037655
FBtr0300744	FBgn0037655
FBtr0300746	FBgn0037655
FBtr0300743	FBgn0037655
FBtr0082006	FBgn0040534
FBtr0082005	FBgn0264075
FBtr0336755	FBgn0264075
FBtr0082003	FBgn0002932
FBtr0082004	FBgn0002932
FBtr0082001	FBgn0002932
FBtr0082002	FBgn0002932
FBtr0300414	FBgn0002932
FBtr0336761	FBgn0010222
FBtr0081997	FBgn0010222
FBtr0081996	FBgn0010222
FBtr0089341	FBgn0014018
FBtr0089340	FBgn0014018
FBtr0089339	FBgn0014018
FBtr0089338	FBgn0014018
FBtr0081995	FBgn0037660
FBtr0333668	FBgn0003165
FBtr0333667	FBgn0003165
FBtr0081993	FBgn0003165
FBtr0081994	FBgn0003165
FBtr0305197	FBgn0003165
FBtr0081992	FBgn0003165
FBtr0081990	FBgn0003165
FBtr0081991	FBgn0003165
FBtr0081988	FBgn0000412
FBtr0301524	FBgn0000412
FBtr0081987	FBgn0000412
FBtr0081986	FBgn0260935
FBtr0301246	FBgn0260935
FBtr0333666	FBgn0260935
FBtr0081985	FBgn0037668
FBtr0081984	FBgn0037669
FBtr0081982	FBgn0037672
FBtr0346321	FBgn0037672
FBtr0081981	FBgn0010803
FBti0019344-RA	FBti0019344
FBtr0301210	FBgn0037676
FBtr0300335	FBgn0037676
FBtr0082058	FBgn0037677
FBtr0082057	FBgn0037678
FBtr0082055	FBgn0037679
FBtr0082056	FBgn0037679
FBtr0306833	FBgn0262993
FBtr0306834	FBgn0262993
FBtr0479757	FBgn0000723
FBtr0082054	FBgn0000723
FBtr0082053	FBgn0000723
FBtr0082051	FBgn0000723
FBtr0082052	FBgn0000723
FBtr0333295	FBgn0000723
FBtr0333296	FBgn0000723
FBtr0110817	FBgn0083953
FBtr0082049	FBgn0037686
FBtr0339176	FBgn0037686
FBtr0082050	FBgn0037686
FBtr0339177	FBgn0037686
FBtr0082048	FBgn0037688
FBtr0082047	FBgn0037688
FBtr0339175	FBgn0265201
FBtr0082046	FBgn0003889
FBtr0082045	FBgn0037690
FBtr0082044	FBgn0037696
FBtr0082041	FBgn0037697
FBtr0082043	FBgn0037697
FBtr0082042	FBgn0037697
FBtr0331349	FBgn0037698
FBtr0331350	FBgn0037698
FBtr0331351	FBgn0037698
FBtr0479924	FBgn0037698
FBtr0479923	FBgn0037698
FBtr0345304	FBgn0266730
FBtr0305340	FBgn0014380
FBtr0082124	FBgn0014380
FBtr0082123	FBgn0267790
FBtr0304684	FBgn0267790
FBtr0082122	FBgn0003205
FBtr0082121	FBgn0014023
FBtr0082119	FBgn0000244
FBtr0301093	FBgn0000244
FBtr0302382	FBgn0000244
FBtr0082116	FBgn0037705
FBtr0082118	FBgn0037705
FBtr0082117	FBgn0037705
FBtr0301248	FBgn0260722
FBtr0301249	FBgn0260722
FBtr0301250	FBgn0260722
FBtr0301176	FBgn0260722
FBtr0082115	FBgn0037708
FBtr0082114	FBgn0024833
FBtr0082113	FBgn0037710
FBtr0332808	FBgn0037710
FBtr0082112	FBgn0037713
FBtr0332807	FBgn0037713
FBtr0082111	FBgn0037714
FBtr0082110	FBgn0037715
FBtr0334657	FBgn0037715
FBtr0082109	FBgn0037715
FBtr0334656	FBgn0037715
FBtr0082107	FBgn0027338
FBtr0082108	FBgn0027338
FBtr0301189	FBgn0027338
FBtr0082106	FBgn0027338
FBtr0091633	FBgn0053654
FBtr0082105	FBgn0037719
FBtr0100537	FBgn0037719
FBtr0082104	FBgn0037721
FBtr0334619	FBgn0037721
FBtr0334618	FBgn0005585
FBtr0082103	FBgn0005585
FBtr0473384	FBgn0286035
FBtr0344394	FBgn0266413
FBtr0344395	FBgn0266413
FBtr0082102	FBgn0003334
FBtr0306008	FBgn0003334
FBtr0082101	FBgn0037724
FBtr0309027	FBgn0287844
FBtr0309028	FBgn0287844
FBtr0309029	FBgn0287844
FBtr0344344	FBgn0287844
FBtr0475220	FBgn0263389
FBtr0082099	FBgn0037730
FBtr0333194	FBgn0037730
FBtr0082098	FBgn0069242
FBtr0082095	FBgn0260463
FBtr0082097	FBgn0260463
FBtr0082094	FBgn0260463
FBtr0082096	FBgn0260463
FBtr0346713	FBgn0260463
FBtr0303038	FBgn0053105
FBtr0303039	FBgn0260463
FBtr0082093	FBgn0053105
FBtr0300564	FBgn0051352
FBtr0344275	FBgn0051352
FBtr0344276	FBgn0051352
FBtr0339597	FBgn0051352
FBtr0300565	FBgn0051352
FBtr0082092	FBgn0051352
FBtr0344277	FBgn0051352
FBtr0346714	FBgn0051352
FBtr0082091	FBgn0037734
FBtr0082090	FBgn0002431
FBtr0339599	FBgn0002431
FBtr0304869	FBgn0262477
FBtr0329937	FBgn0262477
FBtr0433516	FBgn0262477
FBtr0082087	FBgn0003886
FBtr0331695	FBgn0037736
FBtr0082170	FBgn0037736
FBtr0331694	FBgn0085438
FBtr0082167	FBgn0037739
FBtr0345176	FBgn0037739
FBtr0082166	FBgn0037741
FBtr0301536	FBgn0037742
FBtr0332172	FBgn0037742
FBtr0082163	FBgn0266720
FBtr0339719	FBgn0024330
FBtr0301873	FBgn0024330
FBtr0301872	FBgn0024330
FBtr0082162	FBgn0024330
FBtr0082161	FBgn0024330
FBtr0113211	FBgn0037749
FBtr0082160	FBgn0037749
FBtr0082159	FBgn0037750
FBtr0110789	FBgn0037750
FBtr0334687	FBgn0037750
FBtr0334688	FBgn0037750
FBtr0334689	FBgn0037750
FBtr0304109	FBgn0051514
FBtr0334686	FBgn0002868
FBtr0082158	FBgn0002868
FBtr0347361	FBgn0037755
FBtr0113214	FBgn0037755
FBtr0334685	FBgn0037755
FBtr0347390	FBgn0267819
FBtr0347391	FBgn0267819
FBtr0082156	FBgn0037758
FBtr0479825	FBgn0037758
FBtr0479826	FBgn0037758
FBtr0334684	FBgn0037760
FBtr0082155	FBgn0037760
FBtr0334683	FBgn0264827
FBtr0082154	FBgn0037763
FBtr0082153	FBgn0037764
FBtr0082152	FBgn0037765
FBtr0304028	FBgn0262104
FBtr0301078	FBgn0085331
FBtr0304027	FBgn0262105
FBtr0082151	FBgn0037766
FBtr0330082	FBgn0037766
FBti0019348-RA	FBti0019348
FBtr0344328	FBgn0266389
FBtr0333687	FBgn0037770
FBtr0082150	FBgn0037770
FBtr0082216	FBgn0045473
FBtr0082215	FBgn0037773
FBtr0306611	FBgn0037773
FBtr0300257	FBgn0037773
FBtr0082213	FBgn0053208
FBtr0082212	FBgn0053208
FBtr0347212	FBgn0053208
FBtr0082210	FBgn0053208
FBtr0082207	FBgn0053208
FBtr0082208	FBgn0053208
FBtr0082209	FBgn0053208
FBtr0306608	FBgn0053208
FBtr0306609	FBgn0053208
FBtr0347211	FBgn0053208
FBtr0347213	FBgn0053208
FBtr0347214	FBgn0053208
FBtr0082206	FBgn0053208
FBtr0273185	FBgn0053208
FBtr0082214	FBgn0051407
FBtr0344336	FBgn0051407
FBtr0082205	FBgn0037777
FBtr0082204	FBgn0037779
FBtr0082203	FBgn0037781
FBtr0344304	FBgn0037781
FBtr0336807	FBgn0265081
FBtr0336808	FBgn0265081
FBtr0082202	FBgn0037782
FBtr0345305	FBgn0266732
FBtr0309853	FBgn0037786
FBtr0082200	FBgn0028734
FBtr0082198	FBgn0028734
FBtr0308123	FBgn0028734
FBtr0301386	FBgn0028734
FBtr0335049	FBgn0028734
FBtr0082197	FBgn0028734
FBtr0082199	FBgn0028734
FBtr0347105	FBgn0028734
FBtr0347104	FBgn0028734
FBtr0082196	FBgn0028734
FBtr0335048	FBgn0028734
FBtr0082195	FBgn0266721
FBtr0082194	FBgn0001321
FBtr0082190	FBgn0004889
FBtr0082187	FBgn0004889
FBtr0345177	FBgn0004889
FBtr0082189	FBgn0004889
FBtr0082188	FBgn0004889
FBtr0082193	FBgn0004889
FBtr0082191	FBgn0004889
FBtr0082186	FBgn0004889
FBtr0082192	FBgn0004889
FBtr0333825	FBgn0037792
FBtr0082185	FBgn0037792
FBtr0333824	FBgn0037792
FBtr0473610	FBgn0085332
FBtr0082184	FBgn0037794
FBtr0114590	FBgn0040238
FBtr0082183	FBgn0040238
FBtr0306023	FBgn0040238
FBtr0337020	FBgn0040238
FBtr0110786	FBgn0037796
FBtr0306090	FBgn0037796
FBtr0337018	FBgn0037796
FBtr0337019	FBgn0037796
FBtr0082245	FBgn0025879
FBtr0110952	FBgn0037798
FBti0019350-RA	FBti0019350
FBtr0305358	FBgn0037802
FBti0019351-RA	FBti0019351
FBtr0082241	FBgn0011970
FBtr0337051	FBgn0037807
FBtr0082240	FBgn0037807
FBtr0082239	FBgn0266717
FBtr0331681	FBgn0266717
FBtr0331682	FBgn0266717
FBtr0331683	FBgn0266717
FBtr0331684	FBgn0266717
FBti0019353-RA	FBti0019353
FBtr0337103	FBgn0020379
FBtr0305995	FBgn0020379
FBtr0337105	FBgn0020379
FBtr0337107	FBgn0020379
FBtr0337104	FBgn0020379
FBtr0337106	FBgn0020379
FBtr0343908	FBgn0266243
FBtr0082260	FBgn0037814
FBtr0082259	FBgn0024957
FBtr0082258	FBgn0037816
FBti0060456-RA	FBti0060456
FBtr0415454	FBgn0278600
FBtr0343910	FBgn0266260
FBtr0346258	FBgn0267136
FBtr0082255	FBgn0001235
FBtr0082256	FBgn0001235
FBtr0309663	FBgn0263547
FBtr0309665	FBtr0309665_df_nrg
FBtr0309664	FBtr0309664_df_nrg
FBtr0344145	FBgn0001235
FBtr0100454	FBgn0001235
FBtr0100455	FBgn0001235
FBti0060893-RA	FBti0060893
FBtr0082323	FBgn0037818
FBtr0113215	FBgn0037819
FBtr0082321	FBgn0051391
FBtr0082320	FBgn0051467
FBtr0082319	FBgn0051278
FBtr0344138	FBgn0051278
FBtr0082318	FBgn0051373
FBtr0082317	FBgn0037826
FBtr0082316	FBgn0037828
FBtr0082315	FBgn0004841
FBtr0112789	FBgn0004841
FBtr0082313	FBgn0037829
FBtr0082314	FBgn0037829
FBtr0335208	FBgn0037829
FBtr0082312	FBgn0051272
FBtr0082311	FBgn0051390
FBtr0344135	FBgn0266372
FBtr0344136	FBgn0266372
FBtr0082310	FBgn0010421
FBtr0344442	FBgn0266446
FBtr0344440	FBgn0266446
FBtr0344443	FBgn0266446
FBtr0344441	FBgn0266446
FBtr0344444	FBgn0266451
FBtr0344445	FBgn0266448
FBtr0302274	FBgn0261356
FBtr0302273	FBgn0261380
FBtr0082304	FBgn0037834
FBtr0347183	FBgn0037836
FBtr0082301	FBgn0037837
FBtr0300078	FBgn0037837
FBtr0336710	FBgn0037837
FBtr0339140	FBgn0037837
FBtr0300079	FBgn0037837
FBtr0113217	FBgn0037842
FBtr0082298	FBgn0037845
FBtr0082297	FBgn0037846
FBtr0082294	FBgn0267376
FBtr0082295	FBgn0267376
FBtr0082291	FBgn0267376
FBtr0082292	FBgn0267376
FBtr0273347	FBgn0267376
FBtr0306641	FBgn0267376
FBtr0273345	FBgn0267376
FBtr0273346	FBgn0267376
FBtr0082290	FBgn0011768
FBtr0345150	FBgn0266705
FBtr0082335	FBgn0037850
FBtr0082333	FBgn0037852
FBtr0082334	FBgn0037852
FBtr0082332	FBgn0037853
FBtr0339379	FBgn0042094
FBtr0339378	FBgn0042094
FBtr0082330	FBgn0042094
FBtr0082331	FBgn0042094
FBtr0082329	FBgn0037855
FBtr0302935	FBgn0037855
FBtr0346257	FBgn0267137
FBtr0346256	FBgn0267138
FBti0060908-RA	FBti0060908
FBtr0347161	FBgn0267671
FBti0019356-RA	FBti0019356
FBtr0343911	FBgn0266245
FBtr0082380	FBgn0037860
FBtr0113321	FBgn0040256
FBtr0091686	FBgn0261291
FBtr0346101	FBgn0040251
FBtr0082378	FBgn0040251
FBtr0308027	FBgn0040253
FBtr0082376	FBgn0040255
FBtr0082375	FBgn0026314
FBtr0082374	FBgn0026315
FBtr0082373	FBgn0040250
FBtr0335221	FBgn0037873
FBtr0082372	FBgn0037873
FBtr0082371	FBgn0037875
FBtr0082369	FBgn0086472
FBtr0082370	FBgn0086472
FBtr0082368	FBgn0037877
FBtr0336784	FBgn0037878
FBtr0082367	FBgn0037878
FBtr0303864	FBgn0051144
FBtr0082366	FBgn0037881
FBtr0082365	FBgn0037882
FBtr0082364	FBgn0037884
FBtr0082362	FBgn0037888
FBtr0082360	FBgn0037890
FBtr0082361	FBgn0037890
FBtr0308073	FBgn0037890
FBtr0306729	FBgn0262972
FBtr0345159	FBgn0262972
FBtr0306728	FBgn0262972
FBtr0308921	FBgn0051386
FBtr0452185	FBgn0284418
FBtr0347164	FBgn0267672
FBtr0301426	FBgn0026064
FBtr0301427	FBgn0026063
FBtr0082408	FBgn0026063
FBtr0347163	FBgn0267674
FBti0019357-RA	FBti0019357
FBtr0082406	FBgn0264694
FBtr0082405	FBgn0037895
FBtr0082404	FBgn0037896
FBtr0301146	FBgn0037896
FBtr0082403	FBgn0037899
FBtr0308211	FBgn0037901
FBtr0082402	FBgn0037901
FBtr0082400	FBgn0051374
FBtr0306101	FBgn0051374
FBtr0308210	FBgn0051374
FBtr0082399	FBgn0051374
FBtr0082401	FBgn0051374
FBtr0300812	FBgn0051374
FBtr0306100	FBgn0051374
FBtr0339377	FBgn0051374
FBtr0309590	FBgn0263520
FBtr0309591	FBtr0309591_df_nrg
FBtr0082397	FBgn0037906
FBtr0082398	FBgn0037906
FBtr0306098	FBgn0037906
FBtr0306099	FBgn0037906
FBtr0082396	FBgn0037906
FBtr0306097	FBgn0037906
FBtr0300491	FBgn0053512
FBtr0100462	FBgn0037912
FBtr0100461	FBgn0037912
FBtr0100465	FBgn0037912
FBtr0100323	FBgn0037913
FBtr0100464	FBgn0037912
FBtr0100320	FBgn0037913
FBtr0100321	FBgn0037913
FBti0020329-RA	FBti0020329
FBtr0082460	FBgn0037915
FBtr0082459	FBgn0037918
FBtr0082458	FBgn0037918
FBtr0082457	FBgn0051363
FBtr0082454	FBgn0051363
FBtr0082455	FBgn0051363
FBtr0082452	FBgn0051363
FBtr0082453	FBgn0051363
FBtr0082456	FBgn0051363
FBtr0335232	FBgn0051363
FBtr0307351	FBgn0037921
FBtr0082451	FBgn0037921
FBtr0345158	FBgn0037923
FBtr0300580	FBgn0037923
FBtr0300581	FBgn0037923
FBtr0299728	FBgn0262081
FBtr0300548	FBgn0262081
FBtr0300549	FBgn0262081
FBtr0335449	FBgn0262081
FBtr0300546	FBgn0262081
FBtr0299729	FBgn0262081
FBtr0300547	FBgn0262081
FBtr0082443	FBgn0037931
FBtr0082440	FBgn0011290
FBtr0082442	FBgn0011290
FBtr0290205	FBgn0011290
FBtr0335213	FBgn0011290
FBtr0082439	FBgn0037934
FBtr0082438	FBgn0037935
FBtr0335212	FBgn0037936
FBtr0082437	FBgn0037936
FBtr0113346	FBgn0042110
FBtr0082435	FBgn0037937
FBtr0082434	FBgn0002906
FBtr0082432	FBgn0037944
FBtr0082433	FBgn0037944
FBtr0330169	FBgn0037944
FBtr0307892	FBgn0037944
FBtr0082534	FBgn0017581
FBtr0082535	FBgn0017581
FBtr0110876	FBgn0265276
FBtr0305186	FBgn0265276
FBtr0307083	FBgn0265276
FBtr0307086	FBgn0265276
FBtr0082533	FBgn0265276
FBtr0307082	FBgn0265276
FBtr0307087	FBgn0265276
FBtr0110877	FBgn0265276
FBtr0307085	FBgn0265276
FBtr0330170	FBgn0265276
FBtr0333819	FBgn0037949
FBtr0082531	FBgn0037949
FBtr0082529	FBgn0025802
FBtr0082530	FBgn0025802
FBtr0082526	FBgn0051116
FBtr0082527	FBgn0051116
FBtr0082528	FBgn0051116
FBtr0113391	FBgn0051116
FBtr0300622	FBgn0051116
FBtr0301023	FBgn0051116
FBtr0334891	FBgn0051116
FBti0060976-RA	FBti0060976
FBtr0089917	FBgn0259139
FBtr0089918	FBgn0259139
FBtr0089919	FBgn0259139
FBtr0481652	FBgn0259139
FBtr0082521	FBgn0037955
FBtr0082522	FBgn0037955
FBtr0082520	FBgn0037955
FBtr0082519	FBgn0037955
FBtr0082517	FBgn0037956
FBtr0299594	FBgn0037956
FBti0019358-RA	FBti0019358
FBtr0082516	FBgn0037958
FBtr0082515	FBgn0037960
FBtr0344288	FBgn0037960
FBtr0082514	FBgn0037962
FBtr0082513	FBgn0037963
FBtr0082512	FBgn0013275
FBti0019359-RA	FBti0019359
FBtr0082511	FBgn0260741
FBtr0113223	FBgn0260742
FBtr0334156	FBgn0260742
FBtr0334155	FBgn0260742
FBtr0082510	FBgn0260742
FBtr0347147	FBgn0260744
FBtr0082508	FBgn0260744
FBtr0082507	FBgn0037972
FBtr0335438	FBgn0037972
FBtr0335437	FBgn0264984
FBtr0082506	FBgn0037973
FBtr0475135	FBgn0037974
FBtr0082504	FBgn0037975
FBtr0306696	FBgn0260745
FBtr0082489	FBgn0260745
FBtr0082490	FBgn0260745
FBtr0082491	FBgn0260745
FBtr0082492	FBgn0260745
FBtr0082493	FBgn0260745
FBtr0082494	FBgn0260745
FBtr0082495	FBgn0260745
FBtr0082496	FBgn0260745
FBtr0082497	FBgn0260745
FBtr0082498	FBgn0260745
FBtr0082499	FBgn0260745
FBtr0082500	FBgn0260745
FBtr0082501	FBgn0260745
FBtr0082502	FBgn0260745
FBtr0082503	FBgn0260745
FBtr0082488	FBgn0037976
FBtr0335435	FBgn0037976
FBtr0335434	FBgn0037978
FBtr0082556	FBgn0037978
FBtr0082557	FBgn0037978
FBtr0082555	FBgn0037980
FBtr0335433	FBgn0037980
FBti0019360-RA	FBti0019360
FBtr0339640	FBgn0051358
FBtr0082554	FBgn0051358
FBtr0300638	FBgn0260231
FBtr0300639	FBgn0260230
FBtr0082553	FBgn0037987
FBtr0082552	FBgn0037988
FBtr0300351	FBgn0037989
FBtr0307016	FBgn0037989
FBtr0307015	FBgn0037989
FBtr0339643	FBgn0037989
FBtr0339644	FBgn0037989
FBtr0339645	FBgn0037989
FBtr0339646	FBgn0037989
FBtr0082550	FBgn0037992
FBtr0308292	FBgn0037992
FBtr0308293	FBgn0037992
FBtr0308294	FBgn0037992
FBtr0082549	FBgn0037993
FBtr0339647	FBgn0037993
FBtr0082547	FBgn0261714
FBtr0082548	FBgn0261714
FBtr0082546	FBgn0037994
FBtr0082625	FBgn0037996
FBtr0334597	FBgn0037998
FBtr0082624	FBgn0037998
FBtr0334596	FBgn0037998
FBtr0082623	FBgn0037999
FBtr0302311	FBgn0038001
FBtr0082621	FBgn0038002
FBtr0082620	FBgn0011270
FBtr0082619	FBgn0038005
FBtr0308561	FBgn0038006
FBtr0082617	FBgn0038007
FBtr0347482	FBgn0267922
FBtr0082616	FBgn0051432
FBtr0082614	FBgn0038013
FBtr0082615	FBgn0038013
FBtr0473577	FBgn0038014
FBtr0082611	FBgn0038016
FBti0061002-RA	FBti0061002
FBtr0082610	FBgn0038018
FBtr0344388	FBgn0038018
FBtr0082609	FBgn0042206
FBtr0344264	FBgn0042206
FBtr0082608	FBgn0038020
FBtr0344263	FBgn0038020
FBtr0082607	FBgn0001149
FBtr0100410	FBgn0001149
FBti0061004-RA	FBti0061004
FBtr0344387	FBgn0038028
FBtr0082606	FBgn0038028
FBtr0347003	FBgn0038032
FBtr0347002	FBgn0038032
FBtr0347004	FBgn0038033
FBtr0082604	FBgn0038032
FBtr0082603	FBgn0038032
FBtr0344386	FBgn0038033
FBtr0100525	FBgn0038033
FBtr0472646	FBgn0038034
FBtr0082600	FBgn0286075
FBtr0082598	FBgn0038037
FBtr0082597	FBgn0000455
FBtr0344982	FBgn0000455
FBtr0091665	FBgn0065087
FBtr0082596	FBgn0038042
FBtr0082595	FBgn0004103
FBtr0082594	FBgn0038046
FBtr0082593	FBgn0029512
FBtr0475193	FBgn0286930
FBtr0082682	FBgn0038051
FBtr0475192	FBgn0286930
FBtr0082681	FBgn0038056
FBtr0340187	FBgn0038056
FBtr0303029	FBgn0038056
FBtr0082680	FBgn0038058
FBtr0082679	FBgn0013277
FBti0020330-RA	FBti0020330
FBti0059720-RA	FBti0059720
FBti0020332-RA	FBti0020332
FBti0019361-RA	FBti0019361
FBti0059721-RA	FBti0059721
FBti0020335-RA	FBti0020335
FBti0059757-RA	FBti0059757
FBti0059717-RA	FBti0059717
FBti0059722-RA	FBti0059722
FBtr0082678	FBgn0052865
FBti0059718-RA	FBti0059718
FBti0020345-RA	FBti0020345
FBti0059719-RA	FBti0059719
FBti0059723-RA	FBti0059723
FBti0020349-RA	FBti0020349
FBti0059756-RA	FBti0059756
FBti0020352-RA	FBti0020352
FBti0059755-RA	FBti0059755
